mp_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,ag_debates,ag_private_member_bills,ag_questions,avg_attendance,mp_note,ag_national_average_debate,ag_national_average_pmb,ag_national_average_questions,avg_attendance_national_average,ag_state_average_debate,ag_state_average_pmb,ag_state_average_questions,avg_attendance_state_average,mp_house
900037,Ambika Soni,Elected,05-07-2016,04-07-2022,Fifth Term,N/A,Punjab,Indian National Congress,Female,Graduate,"B.A. (Hons.), Diplome Superiore en Langue Francaise, Post-Graduate Diploma in Spanish Art and Literature Educated at Indraprastha College, Delhi University, Alliance Francaise, Bangkok and University of Havana, Cuba",82,67,0,975,0.913043478,"This MP was a minister. She tendered her resignation on Oct 28, 2012. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from Oct 29, 2012. Data corresponds to the period from 01-06-2009 to 21-08-2025.",164.8976159,2.387230858,612.3265837,0.798894513,106.5952381,1.557142857,559.6809524,0.767618317,Rajya Sabha
900277,Manas Ranjan Bhunia,Elected,19-08-2017,06-05-2021,First Term,N/A,West Bengal,All India Trinamool Congress,Male,Professional Graduate,Information not available,73,49,0,174,0.682634731, Data corresponds to the period from 01-06-2009 to 21-08-2025.,55.9990773,0.630183142,158.294398,0.798894513,60.12083333,0.958333333,167.1541667,0.713256803,Rajya Sabha
900459,S. Anbalagan,Elected,30-06-2004,29-06-2010,First Term,N/A,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A.(History) Educated at Madurai Kamaraj University, Madurai",76,8,0,77,0.764705882, Data corresponds to the period from 01-06-2009 to 21-08-2025.,10.16469479,0.32389617,78.08241781,0.798894513,15.83333333,0.166666667,74.61111111,0.732548909,Rajya Sabha
900285,Manorama D. Sharma,Elected,26-11-2014,18-02-2015,First Term,N/A,Uttarakhand,Indian National Congress,Female,Information not available,Information not available,70,2,0,5,0.909090909, Data corresponds to the period from 01-06-2009 to 21-08-2025.,4.196908757,0.135601011,16.73553972,0.798894513,5,N/A,17,0.884153678,Rajya Sabha
900482,Santhosh Kumar Joginipally,Elected,03-04-2018,02-04-2024,First Term,N/A,Telangana,Bharat Rashtra Samithi,Male,Professional Post Graduate,"M.B.A. and M.P.M. Educated at University of Pune, Pune (Maharashtra)",50,4,0,2,0.348534202, Data corresponds to the period from 01-06-2009 to 21-08-2025.,113.8576551,1.406783328,257.6785368,0.798894513,29.57142857,0.857142857,215.8571429,0.721665766,Rajya Sabha
900491,Satish Chandra Misra,Elected,05-07-2016,04-07-2022,Third Term,N/A,Uttar Pradesh,Bahujan Samaj Party,Male,Professional Graduate,"B.A., LL.B. Educated at Allahabad University and P.P.N. College, Kanpur University",72,181,0,4,0.763678696, Data corresponds to the period from 01-06-2009 to 21-08-2025.,175.0623107,2.711127027,690.4090015,0.798894513,185.4681974,2.141472006,587.0180303,0.84305552,Rajya Sabha
900361,Parvez Hashmi,Elected,04-08-2009,27-01-2018,Second Term,N/A,Delhi,Indian National Congress,Male,Post Graduate,"M. Sc. (Chemistry) ; Educated at Aligarh Muslim University, Aligarh",70,53,0,549,0.937931034, Data corresponds to the period from 01-06-2009 to 21-08-2025.,94.89235452,1.830159236,467.6761469,0.798894513,30,N/A,183,0.912327088,Rajya Sabha
900187,Jesudasu Seelam,Elected,22-06-2010,21-06-2016,Second Term,N/A,Andhra Pradesh,Indian National Congress,Male,Post Graduate,"B.Sc., M.Sc. (Chemistry) Educated at Andhra Christian College, Guntur and Andhra University, Waltair, Visakhapatnam",72,87,0,193,0.88172043,"This MP was a minister from Jun 2013 to May 2014.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus not available for the above period. Data corresponds to the period from 01-06-2009 to 21-08-2025.",67.2553061,1.513728021,370.3631518,0.798894513,57.3479243,1.988888889,510.9535867,0.779348793,Rajya Sabha
900417,Rajniti Prasad,Elected,03-04-2006,02-04-2012,First Term,N/A,Bihar,Rashtriya Janata Dal,Male,Professional Graduate,"B.A., LL.B. Educated at RD&DJ College, Munger, Bhagalpur University, Bihar and Patna Law College, Patna University, Bihar",78,101,0,141,0.832579186, Data corresponds to the period from 01-06-2009 to 21-08-2025.,23.58244777,0.61776919,178.9718321,0.798894513,28.37916667,0.0625,206.3375,0.82334322,Rajya Sabha
900452,Rewati Raman Singh,Elected,05-07-2016,04-07-2022,First Term,N/A,Uttar Pradesh,Samajwadi Party,Male,Professional Graduate,"B.A., LL.B.",81,92,0,169,0.782991202, Data corresponds to the period from 01-06-2009 to 21-08-2025.,101.6759078,1.197399006,289.8105045,0.798894513,108.6089765,0.267816092,283.8696223,0.84305552,Rajya Sabha
900047,Anil Kumar Sahani,Elected,04-01-2010,02-04-2018,Second Term,N/A,Bihar,Janata Dal (United),Male,Post Graduate,"LL.B., M.A.; Educated at Baba Saheb Bhimrao Ambedkar Bihar University, Muzaffarpur (Bihar)",62,136,0,552,0.823129252, Data corresponds to the period from 01-06-2009 to 21-08-2025.,93.08536578,1.744393001,461.7981308,0.798894513,130.0373377,0.133928571,411.2833333,0.82334322,Rajya Sabha
900432,Ram Vilas Paswan (RS),Elected,01-07-2019,08-10-2020,Second Term,N/A,Bihar,Lok Janasakti Party,Male,Post Graduate,"M.A., LL.B., D.Litt (Honoris Causa) conferred by Bundelkhand University, Jhansi (Madhya Pradesh) ; Educated at Kosi College, Khagaria and Patna University, Patna (Bihar)",79,69,0,204,0.760147601,"This MP was a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2009 to 21-08-2025.",28.90670767,0.644155076,206.1667058,0.798894513,40.52083333,0.0625,249.0333333,0.82334322,Rajya Sabha
900369,Prabha Thakur,Elected,10-04-2008,09-04-2014,Second Term,N/A,Rajasthan,Indian National Congress,Female,Doctorate,"B.A., M.A., Ph.D. Educated at Udaipur University, Udaipur (Rajasthan)",75,67,0,366,0.845505618, Data corresponds to the period from 01-06-2009 to 21-08-2025.,39.07140246,0.968051246,284.2491237,0.798894513,38.54141414,0.4,374.4858586,0.836577527,Rajya Sabha
900396,R. Vaithilingam,Elected,30-06-2016,07-05-2021,First Term,N/A,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Graduate,"B.A. from University of Madras, Presidency College, Chennai",70,20,0,401,0.425605536, Data corresponds to the period from 01-06-2009 to 21-08-2025.,78.38056768,0.955288252,235.4988101,0.798894513,99.07843137,0.450980392,288.3888889,0.732548909,Rajya Sabha
900040,Anand Sharma,Elected,03-04-2016,02-04-2022,Fourth Term,N/A,Himachal Pradesh,Indian National Congress,Male,Professional Graduate,"B.A., LL.B. Educated at R.P.C.S.D.B. College, Shimla and Faculty of Law, Himachal Pradesh University, Shimla",72,264,0,400,0.921843687,"This MP was a minister till May 2014. Participation and attendance details for this MP are available from Jun 9, 2014. He has also been re-elected/nominated. During his previous term, this MP was an elecgted representative from Rajasthan; the term ended on Apr 2, 2016. Data corresponds to the period from 01-06-2009 to 21-08-2025.",129.5969527,1.703428205,396.7182223,0.798894513,164.6333333,0.1,374.8,0.852686363,Rajya Sabha
900232,Kaptan Singh Solanki,Elected,04-08-2009,27-07-2014,Second Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A., B.Ed. Educated at P.G.B.T. College, Ujjain and Jiwaji University, Gwalior, Madhya Pradesh",86,24,0,374,0.925072046, Data corresponds to the period from 01-06-2009 to 21-08-2025.,38.27168265,0.94487096,272.0330491,0.798894513,44.50631313,1.333333333,372.609596,0.856294567,Rajya Sabha
900566,Thota Lakshmi Seetharama,Elected,10-04-2014,09-04-2020,First Term,N/A,Andhra Pradesh,Telugu Desam Party,Female,Inter/ Higher Secondary,"Secondary Education Educated at Z.P. High School, Vill. Upuluru, Distt. West Godavari (Andhra Pradesh)",73,5,0,161,0.759803922, Data corresponds to the period from 01-06-2009 to 21-08-2025.,97.86446071,1.500965027,324.7388369,0.798894513,80.66161616,4.370707071,504.4878788,0.779348793,Rajya Sabha
900080,Balwinder Singh Bhunder,Elected,05-07-2016,04-07-2022,Third Term,N/A,Punjab,Shiromani Akali Dal,Male,Graduate,"B.A. Educated at Government Rajindra College, Bhatinda",80,79,0,697,0.772609819, Data corresponds to the period from 01-06-2009 to 21-08-2025.,164.8976159,2.387230858,612.3265837,0.798894513,106.5952381,1.557142857,559.6809524,0.767618317,Rajya Sabha
900189,Jogen Chowdhury,Elected,03-04-2014,02-04-2020,First Term,N/A,West Bengal,All India Trinamool Congress,Male,Graduate,"Graduation in Fine Arts, Higher Study in Fine Arts with a French Government Scholarship through Government of India Educated at Government College of Arts and Crafts, Kolkata, West Bengal and Ecole Nationale Superier des Beaux Arts, Paris, France",86,33,0,2,0.564102564, Data corresponds to the period from 01-06-2009 to 21-08-2025.,97.86446071,1.500965027,324.7388369,0.798894513,138.0083333,2.7375,307.1666667,0.713256803,Rajya Sabha
900292,Meghraj Jain,Elected,06-05-2011,02-04-2018,Second Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Male,Others,N/A,75,41,0,312,0.870588235, Data corresponds to the period from 01-06-2009 to 21-08-2025.,83.03088652,1.451648113,382.8544099,0.798894513,90.23001443,1.666666667,510.5911255,0.856294567,Rajya Sabha
900570,V. Maitreyan,Elected,25-07-2007,24-07-2019,Third Term,N/A,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Doctorate,"M.B.B.S., M.D. (General Medicine), D.M. (Medical Oncology) Educated at Government Medical College, Nagpur University, Madras Medical College, University of Madras and Cancer Institute (WIA), University of Madras",69,147,0,768,0.803116147, Data corresponds to the period from 01-06-2009 to 21-08-2025.,115.5008047,2.189562887,572.6544607,0.798894513,158.3688725,1.369281046,723.2148693,0.732548909,Rajya Sabha
900445,Ranvijay Singh Judev,Elected,10-04-2014,09-04-2020,First Term,N/A,Chhattisgarh,Bharatiya Janata Party,Male,Under Graduate,"B.Com. (Part-II) Educated at Delhi University, New Delhi",56,112,0,51,0.960784314, Data corresponds to the period from 01-06-2009 to 21-08-2025.,97.86446071,1.500965027,324.7388369,0.798894513,83,0.4,430.4,0.872623273,Rajya Sabha
900157,Gundu Sudha Rani,Elected,22-06-2010,21-06-2016,Second Term,N/A,Telangana,Telugu Desam Party,Female,Post Graduate,"M.A. (Public Administration) ; Educated at Madurai Kamaraj University, Madurai",61,66,0,554,0.68321513, Data corresponds to the period from 01-06-2009 to 21-08-2025.,63.22170818,1.189831851,322.5160792,0.798894513,79.97142857,0.142857143,425.952381,0.721665766,Rajya Sabha
900031,Alok Tiwari,Elected,19-06-2012,02-04-2018,First Term,N/A,Uttar Pradesh,Samajwadi Party,Male,Graduate,Graduate Educated at University of Delhi,53,145,0,273,0.939849624, Data corresponds to the period from 01-06-2009 to 21-08-2025.,72.76195445,1.21886843,316.0452107,0.798894513,90.33269771,0.689247312,283.6804571,0.84305552,Rajya Sabha
900546,Syed Azeez Pasha,Elected,03-04-2006,02-04-2012,First Term,N/A,Andhra Pradesh,Communist Party of India,Male,Professional Graduate,"B.A., LL.B. Educated at Osmania University, Hyderabad and Osmania University Law College, Hyderabad",80,70,0,490,0.895927602, Data corresponds to the period from 01-06-2009 to 21-08-2025.,23.58244777,0.61776919,178.9718321,0.798894513,20.52142857,0.883333333,251.8839286,0.779348793,Rajya Sabha
900588,Vijaylaxmi Sadho,Elected,30-06-2010,29-06-2016,First Term,N/A,Madhya Pradesh,Indian National Congress,Female,Doctorate,"M.B.B.S. Educated at Gandhi Medical College, Bhopal",69,95,0,175,0.924349882, Data corresponds to the period from 01-06-2009 to 21-08-2025.,63.22170818,1.189831851,322.5160792,0.798894513,66.7979798,1.5,442.8318182,0.856294567,Rajya Sabha
900321,Nand Kishore Yadav,Elected,05-07-2004,04-07-2010,First Term,N/A,Uttar Pradesh,Samajwadi Party,Male,Post Graduate,"M.A. (Political Science), LL.B. Educated at Gorakhpur University, Gorakhpur and Shibli National College, Azamgarh (Uttar Pradesh)",66,13,0,204,0.882352941, Data corresponds to the period from 01-06-2009 to 21-08-2025.,10.16469479,0.32389617,78.08241781,0.798894513,7.946169355,0.346774194,55.01915323,0.84305552,Rajya Sabha
900770,Sadanandan Chelora,Nominated,13-07-2025,In Office,First Term,N/A,N/A,Nominated,Male,Information not available,Information not available,Info Not Available,0,N/A,0,1, Data corresponds to the period from 01-06-2009 to 21-08-2025.,1.672463096,N/A,21.15408841,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
